well,term,estimate
A_3_Mu_0.9_Lag_8,T_d,0.899261506680902
A_3_Mu_0.9_Lag_10,T_d,0.8789202213370374
A_3_Mu_1_Lag_0,T_d,0.7872270927657239
A_3_Mu_1_Lag_2,T_d,0.7880063249071717
A_3_Mu_1_Lag_4,T_d,0.7783835756722738
A_3_Mu_1_Lag_6,T_d,0.7909358512386585
A_3_Mu_1_Lag_8,T_d,0.7698014168692903
A_3_Mu_1_Lag_10,T_d,0.7785256319140371
A_4_Mu_0.1_Lag_0,T_d,9.157064516259913
A_4_Mu_0.1_Lag_2,T_d,8.987678374640186
A_4_Mu_0.1_Lag_4,T_d,8.742773751338275
A_4_Mu_0.1_Lag_6,T_d,8.707816023114482
A_4_Mu_0.1_Lag_8,T_d,8.571840886109415
A_4_Mu_0.1_Lag_10,T_d,8.278330355023755
A_4_Mu_0.2_Lag_0,T_d,5.0878436809968015
A_4_Mu_0.2_Lag_2,T_d,5.023184441780218
A_4_Mu_0.2_Lag_4,T_d,5.051790719613502
A_4_Mu_0.2_Lag_6,T_d,5.069512624965986
A_4_Mu_0.2_Lag_8,T_d,5.03634219785756
A_4_Mu_0.2_Lag_10,T_d,5.087987962978639
A_4_Mu_0.3_Lag_0,T_d,3.381277323908379
A_4_Mu_0.3_Lag_2,T_d,3.397339686818745
A_4_Mu_0.3_Lag_4,T_d,3.4133255957289674
A_4_Mu_0.3_Lag_6,T_d,3.4202350615408283
A_4_Mu_0.3_Lag_8,T_d,3.3774096932709465
A_4_Mu_0.3_Lag_10,T_d,3.4194036584700878
A_4_Mu_0.4_Lag_0,T_d,2.552318952352927
A_4_Mu_0.4_Lag_2,T_d,2.546945572695196
A_4_Mu_0.4_Lag_4,T_d,2.5658090490042076
A_4_Mu_0.4_Lag_6,T_d,2.554873010193213
A_4_Mu_0.4_Lag_8,T_d,2.5658703472526785
A_4_Mu_0.4_Lag_10,T_d,2.5206605913113003
A_4_Mu_0.5_Lag_0,T_d,1.995945442801704
A_4_Mu_0.5_Lag_2,T_d,2.0662603951401652
A_4_Mu_0.5_Lag_4,T_d,2.041433919822667
A_4_Mu_0.5_Lag_6,T_d,2.0500553000859427
A_4_Mu_0.5_Lag_8,T_d,2.0662940008997674
A_4_Mu_0.5_Lag_10,T_d,2.049012613137851
A_4_Mu_0.6_Lag_0,T_d,1.7084195593031597
A_4_Mu_0.6_Lag_2,T_d,1.6821609047730324
A_4_Mu_0.6_Lag_4,T_d,1.7106209311700131
A_4_Mu_0.6_Lag_6,T_d,1.7064825763756075
A_4_Mu_0.6_Lag_8,T_d,1.7300932641468154
A_4_Mu_0.6_Lag_10,T_d,1.7015245613693002
A_4_Mu_0.7_Lag_0,T_d,1.453291340221144
A_4_Mu_0.7_Lag_2,T_d,1.46698575480404
A_4_Mu_0.7_Lag_4,T_d,1.4933798112230243
A_4_Mu_0.7_Lag_6,T_d,1.460995221151335
A_4_Mu_0.7_Lag_8,T_d,1.4489554090741863
A_4_Mu_0.7_Lag_10,T_d,1.4610485878350636
A_4_Mu_0.8_Lag_0,T_d,1.2760645351883786
A_4_Mu_0.8_Lag_2,T_d,1.2856363755909648
A_4_Mu_0.8_Lag_4,T_d,1.2793248011402494
A_4_Mu_0.8_Lag_6,T_d,1.26297310130155
A_4_Mu_0.8_Lag_8,T_d,1.2862188603558053
A_4_Mu_0.8_Lag_10,T_d,1.2862468919378942
A_4_Mu_0.9_Lag_0,T_d,1.1610207354648607
A_4_Mu_0.9_Lag_2,T_d,1.1188622794433785
A_4_Mu_0.9_Lag_4,T_d,1.1737344521626505
A_4_Mu_0.9_Lag_6,T_d,1.1436890367249797
A_4_Mu_0.9_Lag_8,T_d,1.15063642532046
A_4_Mu_0.9_Lag_10,T_d,1.159186241306371
A_4_Mu_1_Lag_0,T_d,1.0271014673732333
A_4_Mu_1_Lag_2,T_d,1.0115731025409642
A_4_Mu_1_Lag_4,T_d,1.0189409310800468
A_4_Mu_1_Lag_6,T_d,1.0168750560147728
A_4_Mu_1_Lag_8,T_d,1.0496886637454927
A_4_Mu_1_Lag_10,T_d,1.0182721168433377
A_5_Mu_0.1_Lag_0,T_d,10.27572363455826
A_5_Mu_0.1_Lag_2,T_d,10.22971986518278
A_5_Mu_0.1_Lag_4,T_d,9.873054243730445
A_5_Mu_0.1_Lag_6,T_d,9.659632562313396
A_5_Mu_0.1_Lag_8,T_d,9.308850287097975
A_5_Mu_0.1_Lag_10,T_d,9.138921031117993
A_5_Mu_0.2_Lag_0,T_d,6.287008237253211
A_5_Mu_0.2_Lag_2,T_d,6.251591571862218
A_5_Mu_0.2_Lag_4,T_d,6.150547794031941
A_5_Mu_0.2_Lag_6,T_d,6.263147656317079
A_5_Mu_0.2_Lag_8,T_d,6.164521613120091
A_5_Mu_0.2_Lag_10,T_d,6.152775274691729
A_5_Mu_0.3_Lag_0,T_d,4.215114305724467
A_5_Mu_0.3_Lag_2,T_d,4.227286032042721
A_5_Mu_0.3_Lag_4,T_d,4.277678176076211
A_5_Mu_0.3_Lag_6,T_d,4.27284058578862
A_5_Mu_0.3_Lag_8,T_d,4.219214265279434
A_5_Mu_0.3_Lag_10,T_d,4.193265192076726
A_5_Mu_0.4_Lag_0,T_d,3.1779983354452486
A_5_Mu_0.4_Lag_2,T_d,3.167814925811713
A_5_Mu_0.4_Lag_4,T_d,3.153528949026378
A_5_Mu_0.4_Lag_6,T_d,3.205329193491343
A_5_Mu_0.4_Lag_8,T_d,3.194664474432657
A_5_Mu_0.4_Lag_10,T_d,3.1782188710205466
A_5_Mu_0.5_Lag_0,T_d,2.558382909348561
A_5_Mu_0.5_Lag_2,T_d,2.5223557291480336
A_5_Mu_0.5_Lag_4,T_d,2.5026956316973465
A_5_Mu_0.5_Lag_6,T_d,2.5946266040624058
A_5_Mu_0.5_Lag_8,T_d,2.562748834186658
A_5_Mu_0.5_Lag_10,T_d,2.5917200678518393
A_5_Mu_0.6_Lag_0,T_d,2.140689711090761
A_5_Mu_0.6_Lag_2,T_d,2.13455997140014
A_5_Mu_0.6_Lag_4,T_d,2.1548229379222583
A_5_Mu_0.6_Lag_6,T_d,2.1300278376320327
A_5_Mu_0.6_Lag_8,T_d,2.1213232321539404
A_5_Mu_0.6_Lag_10,T_d,2.145111554266105
A_5_Mu_0.7_Lag_0,T_d,1.8245419898154778
A_5_Mu_0.7_Lag_2,T_d,1.80367229264202
A_5_Mu_0.7_Lag_4,T_d,1.8568099725786358
A_5_Mu_0.7_Lag_6,T_d,1.8332054886471127
A_5_Mu_0.7_Lag_8,T_d,1.8297716383477567
A_5_Mu_0.7_Lag_10,T_d,1.842180616859096
A_5_Mu_0.8_Lag_0,T_d,1.581039553310605
A_5_Mu_0.8_Lag_2,T_d,1.6225861524742908
A_5_Mu_0.8_Lag_4,T_d,1.613695197716767
A_5_Mu_0.8_Lag_6,T_d,1.605561499746035
A_5_Mu_0.8_Lag_8,T_d,1.603722692500546
A_5_Mu_0.8_Lag_10,T_d,1.601990085891929
A_5_Mu_0.9_Lag_0,T_d,1.406586125826748
A_5_Mu_0.9_Lag_2,T_d,1.4167385745766066
A_5_Mu_0.9_Lag_4,T_d,1.4361119225761683
A_5_Mu_0.9_Lag_6,T_d,1.4145814696292713
A_5_Mu_0.9_Lag_8,T_d,1.441128527871029
A_5_Mu_0.9_Lag_10,T_d,1.430535914140987
A_5_Mu_1_Lag_0,T_d,1.2640938169901024
A_5_Mu_1_Lag_2,T_d,1.299133301596475
A_5_Mu_1_Lag_4,T_d,1.3006414714100365
A_5_Mu_1_Lag_6,T_d,1.287368249972159
A_5_Mu_1_Lag_8,T_d,1.2899620573848627
A_5_Mu_1_Lag_10,T_d,1.2868272180526368
